Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0003725	GL50803_13836	GMRT_10802	
OG0003726	GL50803_103883	GMRT_12667	
OG0003727	GL50803_17174	GMRT_12196	
OG0003728	GL50803_103878	GMRT_12195	
OG0003729	GL50803_17172	GMRT_12194	
OG0003730	GL50803_17170	GMRT_12193	
OG0003731	GL50803_7373	GMRT_12188	
OG0003732	GL50803_14438	GMRT_12190	
OG0003733	GL50803_17169	GMRT_12191	
OG0003734	GL50803_17167	GMRT_12201	
OG0003735	GL50803_17166	GMRT_12200	
OG0003736	GL50803_17161	GMRT_12633	
OG0003737	GL50803_111809, GL50803_61606		
OG0003738	GL50803_14345	GMRT_12206	
OG0003739	GL50803_14346	GMRT_12205	
OG0003740	GL50803_17042	GMRT_12423	
OG0003741	GL50803_12828	GMRT_12641	
OG0003742	GL50803_17045	GMRT_12640	
OG0003743	GL50803_17046	GMRT_12639	
OG0003744	GL50803_33866	GMRT_12635	
OG0003745	GL50803_112210	GMRT_12645	
OG0003746	GL50803_17348	GMRT_12644	
OG0003747	GL50803_13528	GMRT_12655	
OG0003748	GL50803_17346	GMRT_23450	
OG0003749	GL50803_94143	GMRT_23449	
OG0003750	GL50803_14071	GMRT_12657	
OG0003751	GL50803_5710	GMRT_10181	
OG0003752	GL50803_17340	GMRT_10180	
OG0003753	GL50803_37488	GMRT_12674	
OG0003754	GL50803_23420	GMRT_14197	
OG0003755	GL50803_14167	GMRT_14196	
OG0003756	GL50803_17335		SS50377_23149
OG0003757	GL50803_4657	GMRT_12666	
OG0003758	GL50803_17332	GMRT_12658	
OG0003759	GL50803_103205	GMRT_15603	
OG0003760	GL50803_10181	GMRT_15604	
OG0003761	GL50803_10182	GMRT_15543	
OG0003762	GL50803_87261	GMRT_15605	
OG0003763	GL50803_10192	GMRT_13515	
OG0003764	GL50803_10193	GMRT_15607	
OG0003765	GL50803_10196	GMRT_15595	
OG0003766	GL50803_17329	GMRT_15594	
OG0003767	GL50803_33513	GMRT_15590	
OG0003768	GL50803_10569	GMRT_12872	
OG0003769	GL50803_14560	GMRT_11982	
OG0003770	GL50803_7825	GMRT_11983	
OG0003771	GL50803_7829	GMRT_12877	
OG0003772	GL50803_103202	GMRT_12878	
OG0003773	GL50803_7831	GMRT_12879	
OG0003774	GL50803_23447	GMRT_12880	
OG0003775	GL50803_16804		SS50377_25678
OG0003776	GL50803_9847	GMRT_14429	
OG0003777	GL50803_15064	GMRT_14430	
OG0003778	GL50803_15063	GMRT_14431	
OG0003779	GL50803_15062	GMRT_14421	
OG0003780	GL50803_104139	GMRT_14422	
OG0003781	GL50803_17262		SS50377_23040
OG0003782	GL50803_23897	GMRT_12052	
OG0003783	GL50803_17259	GMRT_14433	
OG0003784	GL50803_17260	GMRT_14420	
OG0003785	GL50803_3599	GMRT_14414	
OG0003786	GL50803_7520	GMRT_10854	
OG0003787	GL50803_7517	GMRT_10859	
OG0003788	GL50803_14471	GMRT_10858	
OG0003789	GL50803_7514	GMRT_10857	
OG0003790	GL50803_14469	GMRT_10853	
OG0003791	GL50803_40831	GMRT_10861	
OG0003792	GL50803_113622	GMRT_10837	
OG0003793	GL50803_15145	GMRT_10838	
OG0003794	GL50803_16931	GMRT_10839	
OG0003795	GL50803_10219	GMRT_10822	
OG0003796	GL50803_10218	GMRT_10823	
OG0003797	GL50803_113616	GMRT_10825	
OG0003798	GL50803_16930	GMRT_10824	
OG0003799	GL50803_93463	GMRT_10831	
OG0003800	GL50803_8377		SS50377_25566
OG0003801	GL50803_16928	GMRT_10836	
OG0003802	GL50803_113610	GMRT_10834	
OG0003803	GL50803_14054	GMRT_14394	
OG0003804	GL50803_14055	GMRT_14393	
OG0003805	GL50803_113603	GMRT_10821	
OG0003806	GL50803_13651	GMRT_10845	
OG0003807	GL50803_14960	GMRT_10851	
OG0003808	GL50803_9477	GMRT_10850	
OG0003809	GL50803_9478	GMRT_10827	
OG0003810	GL50803_9485		SS50377_28022
OG0003811	GL50803_16070	GMRT_11678	
OG0003812	GL50803_16067	GMRT_11672	
OG0003813	GL50803_5929	GMRT_10809	
OG0003814	GL50803_5927	GMRT_10810	
OG0003815	GL50803_4259	GMRT_10199	
OG0003816	GL50803_4257	GMRT_14146	
OG0003817	GL50803_4255	GMRT_13213	
OG0003818	GL50803_2107	GMRT_11643	
OG0003819	GL50803_11982	GMRT_11668	
OG0003820	GL50803_89285	GMRT_11648	
OG0003821	GL50803_114546	GMRT_11645	
OG0003822	GL50803_15553	GMRT_11644	
OG0003823	GL50803_14003	GMRT_14639	
OG0003824	GL50803_14002	GMRT_12276	
OG0003825	GL50803_5657	GMRT_14901	
OG0003826	GL50803_112893	GMRT_14902	
OG0003827	GL50803_14450	GMRT_14895	
OG0003828	GL50803_6000	GMRT_14891	
OG0003829	GL50803_16728	GMRT_10527	
OG0003830	GL50803_16729	GMRT_10521	
OG0003831	GL50803_41795	GMRT_10520	
OG0003832	GL50803_32801	GMRT_10826	
OG0003833	GL50803_2013	GMRT_10532	
OG0003834	GL50803_15304	GMRT_14907	
OG0003835	GL50803_10850	GMRT_24008	
OG0003836	GL50803_10853	GMRT_10526	
OG0003837	GL50803_16835	GMRT_10522	
OG0003838	GL50803_7240	GMRT_10528	
OG0003839	GL50803_14400	GMRT_10529	
OG0003840	GL50803_7242	GMRT_10548	
OG0003841	GL50803_7243	GMRT_10546	
OG0003842	GL50803_7244	GMRT_10545	
OG0003843	GL50803_14401	GMRT_10543	
OG0003844	GL50803_13279	GMRT_10539	
OG0003845	GL50803_10460	GMRT_10552	
OG0003846	GL50803_10455	GMRT_10621	
OG0003847	GL50803_10452	GMRT_10619	
OG0003848	GL50803_15214	GMRT_10617	
OG0003849	GL50803_15213	GMRT_10616	
OG0003850	GL50803_37161	GMRT_10615	
OG0003851	GL50803_16637	GMRT_10613	
OG0003852	GL50803_2796	GMRT_10611	
OG0003853	GL50803_16638	GMRT_10603	
OG0003854	GL50803_16640	GMRT_10103	
OG0003855	GL50803_7343	GMRT_10601	
OG0003856	GL50803_90434	GMRT_10606	
OG0003857	GL50803_13316	GMRT_13236	
OG0003858	GL50803_3313	GMRT_10604	
OG0003859	GL50803_17502	GMRT_10567	
OG0003860	GL50803_32398	GMRT_10563	
OG0003861	GL50803_32399	GMRT_10562	
OG0003862	GL50803_15296	GMRT_10559	
OG0003863	GL50803_90425	GMRT_10557	
OG0003864	GL50803_10256	GMRT_10575	
OG0003865	GL50803_113137	GMRT_10573	
OG0003866	GL50803_29119	GMRT_10572	
OG0003867	GL50803_10260	GMRT_10588	
OG0003868	GL50803_17508	GMRT_10586	
OG0003869	GL50803_113133	GMRT_10587	
OG0003870	GL50803_15157	GMRT_10608	
OG0003871	GL50803_10270	GMRT_10971	
OG0003872	GL50803_6579	GMRT_10582	
OG0003873	GL50803_20802	GMRT_10581	
OG0003874	GL50803_6581	GMRT_10580	
OG0003875	GL50803_6584	GMRT_10595	
OG0003876	GL50803_3114	GMRT_11899	
OG0003877	GL50803_3117	GMRT_16282	
OG0003878	GL50803_7751	GMRT_jh034	
OG0003879	GL50803_17515	GMRT_14203	
OG0003880	GL50803_14668	GMRT_10589	
OG0003881	GL50803_14669	GMRT_10590	
OG0003882	GL50803_87677	GMRT_10583	
OG0003883	GL50803_8058	GMRT_16283	
OG0003884	GL50803_8049	GMRT_10598	
OG0003885	GL50803_13310	GMRT_16276	
OG0003886		GMRT_13352, GMRT_14516	
OG0003887		GMRT_11155	SS50377_22562
OG0003888		GMRT_20191, GMRT_23990	
OG0003889		GMRT_10866, GMRT_20195	
OG0003890		GMRT_10868, GMRT_20197	
OG0003891		GMRT_10262, GMRT_23277	
OG0003892		GMRT_10228, GMRT_12971	
OG0003893		GMRT_10457, GMRT_24457	
OG0003894		GMRT_16297	SS50377_24410
OG0003895		GMRT_11276, GMRT_11499	
OG0003896		GMRT_12334, GMRT_15487	
OG0003897		GMRT_10329, GMRT_20714	
OG0003898		GMRT_11094	SS50377_25643
OG0003899		GMRT_10177, GMRT_14318	
OG0003900		GMRT_21137, GMRT_jh031	
OG0003901		GMRT_21140, GMRT_21154	
OG0003902		GMRT_21144, GMRT_21150	
OG0003903		GMRT_10387, GMRT_14401	
OG0003904		GMRT_15197, GMRT_15337	
OG0003905		GMRT_11240, GMRT_21920	
OG0003906		GMRT_21986, GMRT_21992	
OG0003907		GMRT_13243, GMRT_22383	
OG0003908		GMRT_13806, GMRT_jh025	
OG0003909		GMRT_22538, GMRT_23987	
OG0003910		GMRT_14942, GMRT_14943	
OG0003911		GMRT_16227	SS50377_24657
OG0003912		GMRT_10124	SS50377_26938
OG0003913		GMRT_13378, GMRT_16102	
OG0003914		GMRT_23779, GMRT_24500	
OG0003915		GMRT_11032	SS50377_26203
OG0003916		GMRT_24217, GMRT_24231	
OG0003917		GMRT_14337, GMRT_15928	
OG0003918		GMRT_13308, GMRT_13419	
OG0003919		GMRT_13342	SS50377_28136
OG0003920		GMRT_10334	SS50377_27816
OG0003921		GMRT_25071	SS50377_23491
OG0003922			SS50377_20028, SS50377_26362
OG0003923			SS50377_20039, SS50377_26919
OG0003924			SS50377_20053, SS50377_22592
OG0003925			SS50377_20137, SS50377_21091
OG0003926			SS50377_20141, SS50377_21082
OG0003927			SS50377_20162, SS50377_20178
OG0003928			SS50377_20196, SS50377_20220
OG0003929			SS50377_20197, SS50377_20218
OG0003930			SS50377_20198, SS50377_20221
OG0003931			SS50377_20252, SS50377_25509
OG0003932			SS50377_20263, SS50377_22244
OG0003933			SS50377_20308, SS50377_20329
OG0003934			SS50377_20327, SS50377_20331
OG0003935			SS50377_20353, SS50377_25489
OG0003936			SS50377_20354, SS50377_24355
OG0003937			SS50377_20382, SS50377_20386
OG0003938			SS50377_20388, SS50377_20394
OG0003939			SS50377_20390, SS50377_20392
OG0003940			SS50377_20404, SS50377_20411
OG0003941			SS50377_20405, SS50377_20410
OG0003942			SS50377_20419, SS50377_20422
OG0003943			SS50377_20434, SS50377_20448
OG0003944			SS50377_20435, SS50377_20447
OG0003945			SS50377_20436, SS50377_20446
OG0003946			SS50377_20437, SS50377_20445
OG0003947			SS50377_20439, SS50377_20443
OG0003948			SS50377_20450, SS50377_20456
OG0003949			SS50377_20461, SS50377_22916
OG0003950			SS50377_20462, SS50377_20533
OG0003951			SS50377_20464, SS50377_20465
OG0003952			SS50377_20475, SS50377_20494
OG0003953			SS50377_20476, SS50377_20493
OG0003954			SS50377_20477, SS50377_20492
OG0003955			SS50377_20479, SS50377_20490
OG0003956			SS50377_20480, SS50377_20489
OG0003957			SS50377_20481, SS50377_20488
OG0003958			SS50377_20482, SS50377_20487
OG0003959			SS50377_20483, SS50377_20486
OG0003960			SS50377_20496, SS50377_20507
OG0003961			SS50377_20524, SS50377_20537
OG0003962			SS50377_20526, SS50377_20540
OG0003963			SS50377_20553, SS50377_20572
OG0003964			SS50377_20559, SS50377_20563
OG0003965			SS50377_20573, SS50377_26031
OG0003966			SS50377_20594, SS50377_28779
OG0003967			SS50377_20596, SS50377_28780
OG0003968			SS50377_20597, SS50377_28781
OG0003969			SS50377_20598, SS50377_28782
OG0003970			SS50377_20599, SS50377_28783
OG0003971			SS50377_20600, SS50377_28784
OG0003972			SS50377_20622, SS50377_20627
OG0003973			SS50377_20624, SS50377_20645
OG0003974			SS50377_20625, SS50377_20646
OG0003975			SS50377_20632, SS50377_20644
OG0003976			SS50377_20633, SS50377_20643
OG0003977			SS50377_20637, SS50377_20639
OG0003978			SS50377_20668, SS50377_28741
OG0003979			SS50377_20669, SS50377_28742
OG0003980			SS50377_20670, SS50377_28743
OG0003981			SS50377_20671, SS50377_28744
OG0003982			SS50377_20672, SS50377_28745
OG0003983			SS50377_20673, SS50377_28746
OG0003984			SS50377_20685, SS50377_21016
OG0003985			SS50377_20695, SS50377_20698
OG0003986			SS50377_20702, SS50377_20710
OG0003987			SS50377_20703, SS50377_20709
OG0003988			SS50377_20707, SS50377_20759
OG0003989			SS50377_20716, SS50377_20744
OG0003990			SS50377_20717, SS50377_20743
OG0003991			SS50377_20718, SS50377_20742
OG0003992			SS50377_20719, SS50377_20741
OG0003993			SS50377_20767, SS50377_20780
OG0003994			SS50377_20793, SS50377_27637
OG0003995			SS50377_20825, SS50377_20836
OG0003996			SS50377_20826, SS50377_20837
OG0003997			SS50377_20827, SS50377_20838
OG0003998			SS50377_20828, SS50377_20847
OG0003999			SS50377_20829, SS50377_20846
OG0004000			SS50377_20830, SS50377_20845
OG0004001			SS50377_20835, SS50377_20840
OG0004002			SS50377_20852, SS50377_23615
OG0004003			SS50377_20858, SS50377_20860
OG0004004			SS50377_20859, SS50377_21042
OG0004005			SS50377_20885, SS50377_28174
OG0004006			SS50377_20967, SS50377_26533
OG0004007			SS50377_20976, SS50377_20985
OG0004008			SS50377_20977, SS50377_20984
OG0004009			SS50377_20978, SS50377_20983
OG0004010			SS50377_20979, SS50377_20982
OG0004011			SS50377_20997, SS50377_21010
OG0004012			SS50377_21064, SS50377_27342
OG0004013			SS50377_21073, SS50377_28750
OG0004014			SS50377_21074, SS50377_28749
OG0004015			SS50377_21076, SS50377_28747
OG0004016			SS50377_21109, SS50377_26141
OG0004017			SS50377_21147, SS50377_26127
OG0004018			SS50377_21158, SS50377_22298
OG0004019			SS50377_21204, SS50377_25455
OG0004020			SS50377_21228, SS50377_23754
OG0004021			SS50377_21231, SS50377_26965
OG0004022			SS50377_21243, SS50377_21249
OG0004023			SS50377_21292, SS50377_28361
OG0004024			SS50377_21307, SS50377_22216
OG0004025			SS50377_21320, SS50377_28359
OG0004026			SS50377_21330, SS50377_21334
OG0004027			SS50377_21338, SS50377_21352
OG0004028			SS50377_21369, SS50377_27911
OG0004029			SS50377_21377, SS50377_24861
OG0004030			SS50377_21394, SS50377_28472
OG0004031			SS50377_21440, SS50377_21725
OG0004032			SS50377_21462, SS50377_23848
OG0004033			SS50377_21486, SS50377_21492
OG0004034			SS50377_21487, SS50377_21491
OG0004035			SS50377_21499, SS50377_27083
OG0004036			SS50377_21511, SS50377_21517
OG0004037			SS50377_21515, SS50377_28837
OG0004038			SS50377_21524, SS50377_21530
OG0004039			SS50377_21528, SS50377_21532
OG0004040			SS50377_21563, SS50377_21687
OG0004041			SS50377_21574, SS50377_21659
OG0004042			SS50377_21588, SS50377_21608
OG0004043			SS50377_21589, SS50377_21607
OG0004044			SS50377_21591, SS50377_21605
OG0004045			SS50377_21592, SS50377_21604
OG0004046			SS50377_21593, SS50377_21603
OG0004047			SS50377_21594, SS50377_21602
OG0004048			SS50377_21678, SS50377_21766
OG0004049			SS50377_21679, SS50377_21767
OG0004050			SS50377_21701, SS50377_21716
OG0004051			SS50377_21724, SS50377_28489
OG0004052			SS50377_21756, SS50377_21944
OG0004053			SS50377_21761, SS50377_26369
OG0004054			SS50377_21763, SS50377_21783
OG0004055			SS50377_21774, SS50377_21792
OG0004056			SS50377_21775, SS50377_21791
OG0004057			SS50377_21777, SS50377_21789
OG0004058			SS50377_21778, SS50377_21788
OG0004059			SS50377_21782, SS50377_21795
OG0004060			SS50377_21794, SS50377_24951
OG0004061			SS50377_21802, SS50377_21809
OG0004062			SS50377_21804, SS50377_21807
OG0004063			SS50377_21825, SS50377_21832
OG0004064			SS50377_21845, SS50377_21856
OG0004065			SS50377_21846, SS50377_21857
OG0004066			SS50377_21885, SS50377_21904
OG0004067			SS50377_21899, SS50377_27635
OG0004068			SS50377_21901, SS50377_21918
OG0004069			SS50377_21923, SS50377_21927
OG0004070			SS50377_21924, SS50377_21926
OG0004071			SS50377_21935, SS50377_21938
OG0004072			SS50377_21942, SS50377_21955
OG0004073			SS50377_21943, SS50377_21954
OG0004074			SS50377_21957, SS50377_28176
OG0004075			SS50377_21963, SS50377_24539
OG0004076			SS50377_21974, SS50377_22033
OG0004077			SS50377_21977, SS50377_21983
OG0004078			SS50377_21978, SS50377_21984
OG0004079			SS50377_22001, SS50377_23049
OG0004080			SS50377_22002, SS50377_22779
OG0004081			SS50377_22032, SS50377_22096
OG0004082			SS50377_22042, SS50377_22100
OG0004083			SS50377_22068, SS50377_22084
OG0004084			SS50377_22119, SS50377_27612
OG0004085			SS50377_22137, SS50377_22508
OG0004086			SS50377_22139, SS50377_27102
OG0004087			SS50377_22157, SS50377_26122
OG0004088			SS50377_22202, SS50377_27371
OG0004089			SS50377_22206, SS50377_22209
OG0004090			SS50377_22236, SS50377_25231
OG0004091			SS50377_22247, SS50377_22256
OG0004092			SS50377_22262, SS50377_23805
OG0004093			SS50377_22283, SS50377_26510
OG0004094			SS50377_22290, SS50377_26539
OG0004095			SS50377_22300, SS50377_22305
OG0004096			SS50377_22301, SS50377_22304
OG0004097			SS50377_22313, SS50377_22638
OG0004098			SS50377_22368, SS50377_22382
OG0004099			SS50377_22377, SS50377_27807
OG0004100			SS50377_22384, SS50377_27219
OG0004101			SS50377_22420, SS50377_22448
OG0004102			SS50377_22440, SS50377_26989
OG0004103			SS50377_22452, SS50377_22500
OG0004104			SS50377_22454, SS50377_26494
OG0004105			SS50377_22462, SS50377_26944
OG0004106			SS50377_22474, SS50377_28258
OG0004107			SS50377_22480, SS50377_27908
OG0004108			SS50377_22483, SS50377_22484
OG0004109			SS50377_22491, SS50377_22492
OG0004110			SS50377_22507, SS50377_26498
OG0004111			SS50377_22516, SS50377_22522
OG0004112			SS50377_22542, SS50377_22547
OG0004113			SS50377_22564, SS50377_22566
OG0004114			SS50377_22588, SS50377_22600
OG0004115			SS50377_22596, SS50377_22602
OG0004116			SS50377_22607, SS50377_28403
OG0004117			SS50377_22615, SS50377_22632
OG0004118			SS50377_22618, SS50377_22629
OG0004119			SS50377_22648, SS50377_22660
OG0004120			SS50377_22649, SS50377_22659
OG0004121			SS50377_22682, SS50377_24076
OG0004122			SS50377_22686, SS50377_22701
OG0004123			SS50377_22688, SS50377_22699
OG0004124			SS50377_22690, SS50377_22697
OG0004125			SS50377_22691, SS50377_22695
OG0004126			SS50377_22704, SS50377_22718
OG0004127			SS50377_22706, SS50377_28829
OG0004128			SS50377_22708, SS50377_22715
OG0004129			SS50377_22709, SS50377_22714
OG0004130			SS50377_22733, SS50377_22738
OG0004131			SS50377_22745, SS50377_22753
OG0004132			SS50377_22747, SS50377_22755
OG0004133			SS50377_22762, SS50377_22771
OG0004134			SS50377_22764, SS50377_22769
OG0004135			SS50377_22780, SS50377_22786
OG0004136			SS50377_22794, SS50377_28786
OG0004137			SS50377_22808, SS50377_22822
OG0004138			SS50377_22809, SS50377_22821
OG0004139			SS50377_22837, SS50377_22852
OG0004140			SS50377_22839, SS50377_22856
OG0004141			SS50377_22844, SS50377_22850
OG0004142			SS50377_22845, SS50377_22849
OG0004143			SS50377_22846, SS50377_22848
OG0004144			SS50377_22858, SS50377_22861
OG0004145			SS50377_22877, SS50377_22888
OG0004146			SS50377_22881, SS50377_25901
OG0004147			SS50377_22882, SS50377_22887
OG0004148			SS50377_22904, SS50377_27417
OG0004149			SS50377_22931, SS50377_22936
OG0004150			SS50377_22945, SS50377_22958
OG0004151			SS50377_22946, SS50377_22957
OG0004152			SS50377_22947, SS50377_22956
OG0004153			SS50377_22949, SS50377_22954
OG0004154			SS50377_22961, SS50377_25633
OG0004155			SS50377_22976, SS50377_22992
OG0004156			SS50377_22982, SS50377_22986
OG0004157			SS50377_22983, SS50377_22985
OG0004158			SS50377_23000, SS50377_23003
OG0004159			SS50377_23020, SS50377_23027
OG0004160			SS50377_23024, SS50377_23148
OG0004161			SS50377_23114, SS50377_24327
OG0004162			SS50377_23136, SS50377_23152
OG0004163			SS50377_23137, SS50377_28434
OG0004164			SS50377_23142, SS50377_23155
OG0004165			SS50377_23161, SS50377_23162
OG0004166			SS50377_23177, SS50377_23182
OG0004167			SS50377_23178, SS50377_23181
OG0004168			SS50377_23193, SS50377_27942
OG0004169			SS50377_23250, SS50377_25295
OG0004170			SS50377_23262, SS50377_23272
OG0004171			SS50377_23263, SS50377_23273
OG0004172			SS50377_23265, SS50377_23902
OG0004173			SS50377_23303, SS50377_27385
OG0004174			SS50377_23320, SS50377_28104
OG0004175			SS50377_23394, SS50377_23395
OG0004176			SS50377_23419, SS50377_26334
OG0004177			SS50377_23422, SS50377_23514
OG0004178			SS50377_23461, SS50377_28849
OG0004179			SS50377_23464, SS50377_28846
OG0004180			SS50377_23468, SS50377_28843
OG0004181			SS50377_23518, SS50377_23522
OG0004182			SS50377_23575, SS50377_25988
OG0004183			SS50377_23582, SS50377_23583
OG0004184			SS50377_23616, SS50377_23667
OG0004185			SS50377_23628, SS50377_23638
OG0004186			SS50377_23663, SS50377_23664
OG0004187			SS50377_23744, SS50377_23745
OG0004188			SS50377_23761, SS50377_24614
OG0004189			SS50377_23769, SS50377_25399
OG0004190			SS50377_23776, SS50377_23797
OG0004191			SS50377_23783, SS50377_23815
OG0004192			SS50377_23812, SS50377_28550
OG0004193			SS50377_23837, SS50377_23841
OG0004194			SS50377_23851, SS50377_23862
OG0004195			SS50377_23867, SS50377_23875
OG0004196			SS50377_23868, SS50377_23874
OG0004197			SS50377_23879, SS50377_23891
OG0004198			SS50377_23880, SS50377_23890
OG0004199			SS50377_23882, SS50377_23888
OG0004200			SS50377_23883, SS50377_23887
OG0004201			SS50377_23884, SS50377_23886
OG0004202			SS50377_23898, SS50377_23906
OG0004203			SS50377_23899, SS50377_23905
OG0004204			SS50377_23900, SS50377_23904
OG0004205			SS50377_23901, SS50377_23903
OG0004206			SS50377_23915, SS50377_23939
OG0004207			SS50377_23922, SS50377_26644
OG0004208			SS50377_23924, SS50377_23943
OG0004209			SS50377_23927, SS50377_23935
OG0004210			SS50377_23948, SS50377_23959
OG0004211			SS50377_23949, SS50377_23958
OG0004212			SS50377_23950, SS50377_23957
OG0004213			SS50377_23951, SS50377_23956
OG0004214			SS50377_23981, SS50377_23994
OG0004215			SS50377_23982, SS50377_23993
OG0004216			SS50377_24013, SS50377_24020
OG0004217			SS50377_24049, SS50377_24056
OG0004218			SS50377_24068, SS50377_24070
OG0004219			SS50377_24074, SS50377_24078
OG0004220			SS50377_24075, SS50377_24077
OG0004221			SS50377_24083, SS50377_24090
OG0004222			SS50377_24131, SS50377_24142
OG0004223			SS50377_24133, SS50377_24134
OG0004224			SS50377_24148, SS50377_24160
OG0004225			SS50377_24151, SS50377_24154
OG0004226			SS50377_24166, SS50377_24172
OG0004227			SS50377_24177, SS50377_24191
OG0004228			SS50377_24178, SS50377_24182
OG0004229			SS50377_24179, SS50377_24181
OG0004230			SS50377_24184, SS50377_24188
OG0004231			SS50377_24185, SS50377_24189
OG0004232			SS50377_24218, SS50377_24252
OG0004233			SS50377_24223, SS50377_24238
OG0004234			SS50377_24224, SS50377_24239
OG0004235			SS50377_24227, SS50377_24242
OG0004236			SS50377_24228, SS50377_24243
OG0004237			SS50377_24229, SS50377_24244
OG0004238			SS50377_24230, SS50377_24245
OG0004239			SS50377_24233, SS50377_24248
OG0004240			SS50377_24267, SS50377_24270
OG0004241			SS50377_24307, SS50377_24315
OG0004242			SS50377_24308, SS50377_24314
OG0004243			SS50377_24309, SS50377_24313
OG0004244			SS50377_24349, SS50377_26332
OG0004245			SS50377_24354, SS50377_24367
OG0004246			SS50377_24438, SS50377_24548
OG0004247			SS50377_24449, SS50377_27213
OG0004248			SS50377_24450, SS50377_25745
OG0004249			SS50377_24460, SS50377_24469
OG0004250			SS50377_24471, SS50377_24500
OG0004251			SS50377_24491, SS50377_27583
OG0004252			SS50377_24501, SS50377_24578
OG0004253			SS50377_24565, SS50377_27714
OG0004254			SS50377_24648, SS50377_24669
OG0004255			SS50377_24652, SS50377_24665
OG0004256			SS50377_24654, SS50377_25514
OG0004257			SS50377_24673, SS50377_24908
OG0004258			SS50377_24726, SS50377_25771
OG0004259			SS50377_24756, SS50377_24769
OG0004260			SS50377_24781, SS50377_24799
OG0004261			SS50377_24827, SS50377_24843
OG0004262			SS50377_24829, SS50377_24846
OG0004263			SS50377_24830, SS50377_24845
OG0004264			SS50377_24837, SS50377_24856
OG0004265			SS50377_24849, SS50377_24853
OG0004266			SS50377_24859, SS50377_24860
OG0004267			SS50377_24867, SS50377_24876
OG0004268			SS50377_24868, SS50377_24875
OG0004269			SS50377_24869, SS50377_24874
OG0004270			SS50377_24871, SS50377_28588
OG0004271			SS50377_24891, SS50377_24892
OG0004272			SS50377_24910, SS50377_24913
OG0004273			SS50377_24918, SS50377_24947
OG0004274			SS50377_24945, SS50377_24959
OG0004275			SS50377_24962, SS50377_24977
OG0004276			SS50377_24963, SS50377_24976
OG0004277			SS50377_24965, SS50377_24974
OG0004278			SS50377_24966, SS50377_24973
OG0004279			SS50377_24967, SS50377_24972
OG0004280			SS50377_24968, SS50377_24971
OG0004281			SS50377_24981, SS50377_24988
OG0004282			SS50377_24982, SS50377_24987
OG0004283			SS50377_24983, SS50377_24986
OG0004284			SS50377_24984, SS50377_24985
OG0004285			SS50377_25010, SS50377_25014
OG0004286			SS50377_25011, SS50377_25013
OG0004287			SS50377_25034, SS50377_28355
OG0004288			SS50377_25043, SS50377_25572
OG0004289			SS50377_25045, SS50377_27622
OG0004290			SS50377_25051, SS50377_25073
OG0004291			SS50377_25052, SS50377_25074
OG0004292			SS50377_25057, SS50377_25069
OG0004293			SS50377_25064, SS50377_25079
OG0004294			SS50377_25065, SS50377_25078
OG0004295			SS50377_25067, SS50377_25076
OG0004296			SS50377_25084, SS50377_25168
OG0004297			SS50377_25092, SS50377_25098
OG0004298			SS50377_25093, SS50377_25097
OG0004299			SS50377_25100, SS50377_25103
OG0004300			SS50377_25114, SS50377_25120
OG0004301			SS50377_25135, SS50377_25196
OG0004302			SS50377_25138, SS50377_25193
OG0004303			SS50377_25139, SS50377_25192
OG0004304			SS50377_25140, SS50377_25191
OG0004305			SS50377_25141, SS50377_25190
OG0004306			SS50377_25151, SS50377_25163
OG0004307			SS50377_25172, SS50377_25182
OG0004308			SS50377_25173, SS50377_25181
OG0004309			SS50377_25176, SS50377_25209
OG0004310			SS50377_25178, SS50377_25210
OG0004311			SS50377_25219, SS50377_25235
OG0004312			SS50377_25220, SS50377_25234
OG0004313			SS50377_25223, SS50377_25230
OG0004314			SS50377_25224, SS50377_25229
